60,첫날 부터 우리 회사의 좋은 문화를 가득 체험하고 갑니다 ㅎㅎ
61,"!!'그루밍 범죄', 청소년 성폭력 범죄에서 절반!!"
62,"네, 다행히 업종이 다릅니다!!"
63,각자 업무와 부트캠프 얘기부터 앞으로 진로 얘기까지 나누다보니 한시간 훌쩍 넘게 수다를 떨었네요.
64,"변호사 시절 찍은 사진, 그렉과 함께 전시한 사진, 범행 현장 사진까지도 폴은 자신의 이름을 댈 수 없다."
65,"누가? 저랑 <PERSON>, 그리고 경주에 가까이 사시는 분이든 서울에 사시는 분이든 놀 준비 되있으신 분들."
66,정말 너무 멋집니다!!
67,뮤직비디오 시청을 추천합니다.
68,긴급상황 출동시 개인 재산(주차 차량) 침해 허용
69,어린이집 이용시간을 현실성 있게 조정해 주세요...
70,<PERSON> 님과 어제 한시간동안 이야기 나눴습니다!!
71,저도 데스커 사용 중입니다!
72,스우파 리정 vs 시미즈에서 리정 배틀곡이기도합니다
73,감성을 자극했던 좋은영화
74,하체지만 고관절 신청합니다…!
75,문재인님제발욕설하지마세요
76,투혼과 함께 반담의 최고영화. 복수의 칼날 반담~
77,아ㅎㅎㅎ 새로 인터넷 설치해야하는 줄 알았는데 돈 굳은 느낌이네요
78,앞으로 일을 통해 다시 만날 수 있을까 하는 생각이 들었다.
79,소년법개정.폐지를 청원합니다
80,가상화페 거래소 패지 반대
81,각자 사는 곳의 날씨 이야기부터 시작했습니다.
82,MBN 을 강력하게 제재해주세요 !!!!!!
83,여자 아이스하키 단일팀 절대 반대합니다
84,천천히 회복하면서 휴식
85,저도 클라이밍 정말 배우고 싶은데 기회가 된다면 같이 해보는 것도 좋을 것 같아요!!!
86,물의 요정이다! ㅋㅋ
87,워크샵 담날 아침 8시에 하기 쉽지 않았지만 ㅋㅋ 다음엔 하프 도전~~!!
88,청년실업 해소방안 제안
89,왕갈비 최고였습니다. 정자에 부는 시원한 바람 또한 일품이었습니다. 최고최고~~
90,재밌는 컨셉을 써도 숨길 수 없는 퀄리티ㅠㅠㅠ
91,소년법을 폐지해주세요.
92,재밌으니까 좀 봐요들 ㅋㅋ
93,-점 없어 아쉬움~~
94,친구가 무섭다고 추천해줬다.
95,오오 기대됩니당~~
96,모든 영화는 아닌척하지만 다 우리 자신에 대한 위로이다.
97,어머 어쩜 그런!! ㅋㅋㅋ 너무 신기합니다 ㅎㅎ
98,벌써 입사한지 4개월 정도 지났네요.
99,매우 공감이 갑니다.
100,히딩크감독을 다시 대한민국 축구 감독으로
101,자영업자들 다 죽이실겁니까?
102,저는 큰 사이즈 모션데스크 사용중인데 만족합니다.
103,회사 이름도 언급하지 마십시오.
104,이명박씨의 출국을 금지시켜 주세요~
105,뒤통수를 쳐맞은 느낌.
106,해피엔딩이었으면 좋았을 텐데 근로복지라는 숙제를 남겨주셔서 좋았습니다.
107,건강보험 보장 확대에 오타반점 제거 시술도 포함해 주세요.
108,청와대 국민청원 근거없이 삭제 직권남용 직원 형사처벌 바랍니다
109,가난한 영화의 넘치는 여운..그녀의 말을 마저 듣고 싶다.
110,한국의 '귀신이 산다'와 '시칠리아 ㅇkm'는 완성도가 높다.
111,너무 지루한 영화다
112,민간어린이집과 가정어린이집에 운영비를 지원해 주시기 바랍니다
113,"무엇보다 원작의 분위기와 환경, 스토리를 최대한 살려야 했지만, 세 사람이 모두 다른 이야기를 만들어야 하는 것 같았다."
114,다들 맛점 하세요~
115,간만에 좋은영화 봤다.
116,그리고 그림 또한 그리는걸 좋아하셔서 타블렛까지 구매하셔서 종종 그리신다고 하십니다!
117,나경원 비서관과 나경원 특검 욕설 요구
118,뭔진 모르겠지만 그냥 드라마에서 저렇게 잔으로 마신다.
119,주 52시간 근무제의 대한 의견입니다
120,다자녀가구 부모의 공무원 우선채용
121,ㅠㅠ 인도에서 오는 비행 2주간 금지라고 합니다.
122,다양한 공간에서 삶의 방식을 경험하는 것을 즐긴다고 합니다.
123,집값 안정화를 위한 제안
124,황제노역 폐지를 원합니다.
125,풍등 제작 및 날리기 행위를 법으로 금지해야합니다.
126,이 글을 읽으면서 헛웃음이 나오네요..
127,중국발 미세먼지 대책마련 해주시죠
128,여배우 노출은 심하던데.재미없어서 졸려서 본 영화.
129,5m 이동시 핸드폰 액정 자동꺼짐 설치 의무화 해주세요.
130,우리는 같은 것을 목표로하고 있었다
131,(잘 어울릴 수 있어요)
132,.상어 나오는 영화가 이렇게 지루할 수 있다는데 박수를보낸다. .
133,부트캠프 2반 학생들 중에 고등학생이 있어서 놀랐던 경험도 나눴다.
134,지진 안나게 방지책좀 세워주세요
135,조두순 출소 반대청원
136,이 작품의 주제는 전쟁의 미화가 아니라 세계를 적으로 돌리면서 전쟁을 해서는 안 된다는 일본 정부에 대한 암시와 비행기를 디자인하는 청년의 꿈이라고 생각합니다.
137,평화로운 곳이라면 최고
138,영화보단드라마부작이짱....
139,공포감도 별루고.. 암튼 비추..
140,이 감독의 영화는 다 비추천이다.
141,송파구청장 헬리오시티 비리 공익신고
142,국민연금 주식대여 금지해주세요 개미들 죽어요
143,내일 오전 10시 경에도 위와 같은 메세지가 달릴 예정인데요!!
144,금요일에 더 많은 얘기 나눠요~!!
145,"[제발] 이명박을 개별적으로 청원하지 말고 추천인수순으로 정렬하여 청원에 30,000명과 함께 참여하여 참여인원을 늘립니다."
146,배터리 문제 때문인가요?
147,진짜 재미없어요...............................................
148,어린이날 구입한 선인장이 왔어요
149,김영란 법 폐지해주세요! 제발
150,이명박 출국금지요청
151,보육교사대 아동비율수 조정 청원합니다.
152,청소년 보호법 및 소년법 등 폐지를 청원합니다.
153,결론은 완전히 넌센스다.
154,킬링타임용에도 못미치는 수준..
155,많은 국민들이 엄청난 피해를 보고 있습니다.
156,시력과 라식에 대한 이야기로 시작해서 일 이야기로 끝이 났습니다.
157,수시전형 꼭 필요합니다
158,처음 만나는 사람들과 금방 친해질 수 있는 것 같아요!
159,킬링타임용에 딱이라는 평점보고 봤는데 정말 킬링타임용엔 딱이다
160,이런드라마 오랜만에보네요ㅋㅋㅋ
161,국회의원 최저임금 먼저 적용하라
162,하늘색깔이 정말 파랗고 멋지네요.
163,생각없이 웃긴영화 ㅋㅋ....
164,김진표 의원님 의견 적극 지지합니다.
165,어휴 ㅅㅂ 평점에 낚이지마세요
166,네? 잘못들었습니다.
167,학생들도 투표에 참여할 수 있어야 합니다.
168,서울 도봉구 소재 초등학교 교사의 폭력에 아이들이 병들어가고 있습니다.
169,6월 12일 광화문으로 모이자!
170,고양이 자랑 많이 해주세요!
171,무엇보다 나오는 음악이 별로다.
172,"버스, 택시, 화물차 안전운전 법 강화시켜주세요."
173,다음에 또 즐겁게 이야기합시다!
174,정말 재밌습니다^^!
175,반드시 특별점검을 하십시오.
176,선거 운동 차량 소음 공해
177,"나경원 의원, 평창올림픽위원회 해임"
178,최저임금올리는 쉬운방법
179,케이블에서 보고 평점드립니다.
180,이때의 베이싱어는 엔트립먼트의 제타존스가 따라올수 없다..
181,저는 여자지만 감독님은 정말 딴 괴짜 같으시네요 ㅎㅎ
182,<PERSON> 이게 아주 멋지고 아마 물속 말고 육지에서도 사용가능. ㅋㅋ
183,대통령에게 매일같이 욕을 하는 놈을 알고 있어요~~~~~~~~~~~~~~~~~~~~~~~~~
184,솔직히 돈주고 본게 아니라 돈아깝다는 소리는 못하고요.
185,댓글에 낚였음...
186,최고수 인데요. 대박이네요.
187,꺄오오올!!!!! 환영합니다아아아
188,"뭐이리 어설픈영화가있냐,,,"
189,보다보니 우리 회사랑 비슷한 부분이 많아서 공유합니다.
190,오호 신기하내요 ㅎㅎㅎ
191,운동 이야기를 시작으로 직무에 대한 이야기까지! 너무 너무 즐거웠습니다.
192,교육에 관심을 가져주세요
193,보안 관련하여 내용 좀 정리해서 추후 공지/당부 따로 드리긴할텐데요~!
194,청와대 청원답변 제대로해라....
195,"허위사실 유포로 국민 불안감 조성, 선동하는 행위에 대하여 강경한 처벌 바랍니다."
196,오늘 너무 재미없었다ㅠㅠ
197,조만간 또 오피스 방문하게 되면 인사드리러 가겠습니다
198,이국종교수님 도와주세요
199,제1차~2차연평해전 및 천안함사태에 구체적인피해보상과 재발방지에 관하여 문재인대통령님께 답변을 듣고싶습니다.
200,옆집에는 누가 살고 무엇을 하고 있나요?
201,ost 좋다.. 역시 좋다 ㅋㅋㅋㅋ
202,여기에 올려도 되는지 모르겠네요.. 일부러 찾아본게 아니라 유튜브에서 이런글을 추천해줘서..하하
203,한국 GM 국영화를 제안합니다.
204,"학교 수업시간을 줄여주세요, 학생에게도 인권을주세요"
205,"국민연금 손보기 전에 사학, 공무원, 군인연금 부터 개혁하고 국민연금 건드시길..."
206,이국종 교수님 권역외상센터
207,어른이 보기에도 재미있었다.
208,국회 검찰 국정원등 특활비 내역공개 및 특활비 제도개선
209,"부동산, 공정한 과세, 성장동력, 저출산, 고령화, 육아, 국민연금, 경제민주화 대책, 새로운 토지소유세를 만들어주세요."
210,썩은 현실을 잘 반영한 수작!
211,"파리, 밤풍경, 소녀, 도둑, 고양이.. 배경의 절반 이상이 울타리나 지붕일 뿐이지만, 스토리라기보다는 시각적으로 돋보이는 애니메이션이다."
212,난 왜 광구가 생각이나는걸까...
213,이게 브로콜리 아니었나요!?
214,자영업자와 근로자를 위한 수평적인 법조정 절실합니다.
215,그냥그저그래네요 스릴러를너무봐서그런가??..
216,전 일단 초급자 모드로 깔고 갑니다..ㅎㅎㅎ
217,모든 생명보험사 폐지
218,동물보호법 강화를 원합니다.
219,주52시간제 개편을 요청합니다.
220,혹시 강의 일부참여하셨으면 후기 부탁드립니다.
221,나경원 의원 파면요청합니다.
222,추천 관련해서 궁금하신 점들이 있다고 하셨는데 언제든지 미팅 잡아주세요~
223,고위공직자 재산공개를 법으로 규제하자
224,꽃에 물을 주어야 합니다!
225,예산 낭비 중지
226,"그러고 보니 배우가 할 수만 있다면 정말 좋은 직업을 가질 때도 있고, 현실에서 열심히 하는 모습을 보면 별 것 아닌 것 같기도 하고..."
227,소소한재미ㅜㅋ여탯껏삶을다시돌아보게하는영화ㅜ
228,UX Writing에 관심이 생겨 관련 책을 읽어보고 있습니다.
229,다음에 뵐 때는 오징어게임 오일남 성대모사를 해주시겠다고 하셔서 기대하고 있겠습니다
230,수정본이 오면 보여드릴게요 ㅋㅋㅋ
231,적폐 청산에 억울함을 호소합니다.
232,이스람 이집트 난민이 인천공황으로 몰리고 있습니다.
233,결말이 너무 허무하다...
234,<PERSON> 님 오시나요? ㅋㅋ
235,한국 사람들은 호기심이 많습니다.
236,청년들이 살기좋은 나라로 만들어주십시요.
237,자꾸 이러시면 또 쪄갑니다….ㅋㅋ
238,"건설기계(덤프트럭, 굴삭기, 지게차 등) 유류세비 지원 바랍니다."
239,드라마가 전달해준 메세지가 가슴을 찡하게 합니다.
240,상가임대차보호법 소급적용 및 소급 차등적용 제안합니다.
241,일본인 입장에서 이렇게 만들기 쉽지 않았을텐데 대단하네요.
242,각자 여유롭게(?) 식사를 하는 과정을 거쳤습니다.
243,어이가 없어서 ㅋㅋ
244,흔한 줄거리 뻔한 반전에 어이없어 하고 있는데 영화가 끝난다. 헤헤 ^^
245,"이야기는 유치하고,"
246,드라마는 커녕 액션도 못봐주겠다
247,범죄자 신상 공개하고 강력 처벌 부탁드립니다.
248,엄청엄청 맛있습니다.
249,여성가족부 사라져야합니다
250,모두 이민갑시다..
251,앗 저도 알림없이 당겨졌더라구요
252,모든 고양이는 정말 츄어를 좋아합니까?
253,생각없이 채널 돌리다가 몇번이나 보게 되었는데 최고요!
254,노래는 좋았는데 스토리가 망했어
255,조두순 출소금지 재심청구합니다!!!
256,가족용 같아보이는데요.
257,우리는 한 시간 넘게 이야기를 나눴다.
258,학교에서 보고 너무 슬퍼서 울었어요...
259,횡단보도에서 오토바이(이륜차) 사용을 금지하는 입법 조치
260,이런 영화를 보면 주성치가 왜 대단한지 알수있다.
261,나도 언젠가는 등반을 배우고 싶다.
262,뭐하자는건지 알 수 없는 결말.
263,먼저 들어온 사람들이 왼편 야외 피크닉장에 모여 모닥불을 피우고 있다.
264,누가 만든거야 -_-+
265,저희..옛날에 아주 조그만한 인연이 있더라구용...ㅎㅎ
266,hoxy 동부에 살고 계신 분이 계시다면.. 조용히 당근 을 흔들어주세요!!!!
267,함께 진행해주시면 됩니다~!
268,더 재치있고 더 세련되게 덜 노골적으로 만들수 있었다.
269,정말 좋지 않습니다. 스토리도 배우도 똑같다.
270,네네 ㅎㅎㅎ ENFP 진짜 많으세요
271,너희가 이 영화를 봤느뇨?
272,서울에 두고와서 많이 사용하지는 못했는데 가성비가 좋은것 같습니다.
273,건물 내진설계를 더 강화하고 의무화해주세요
274,대통령님. 훌륭하십니다.
275,황당할정도로 퀄리티가 좋지만 사랑할만한 캐릭터가 없다는 것이 가장 큰 문제이다.
276,블라인드를 사용하는 곳이 더 많아졌으면 좋겠습니다.
277,헉... 그동안 감사했습니다
278,무자격 교장공모제 전면확대 폐지
279,이거 보면 재밌을 것 같은데요?
280,기대했는데 기대 이하입니다.
281,스토리와 영상미의 완벽한 조화
282,뭔가 새벽 갬성에 맞는 곡 선정입니다...
283,인생이 어떻게 될지 모르는 것과 같습니다.
284,정말 즐거웠습니다~~~
285,앞으로도 참고해야겠네요
286,국민연금 중기신고를 확인해주세요.
287,왜!! 한국공포 스릴러 폰 이후 획기적인 영화가 나오지 않는가??
288,징벌적 손해배상제도 도입을 청원합니다!!
289,충전지원비를 지원합니다!!
290,지극히 일본스타일의 영화.  외국인에겐 천국보다 낯선.
291,드라마보는나까지..설레네요...ㅠㅠ
292,저 크기 터치 화면이었다면 마이노리티 리포트 느낌으로 일하실듯 ㅋㅋㅋ 슈숙
293,"와, 이 상쾌한 기분. 둘이서 같이 신나면 사무실도 풀려날 것 같은 느낌 ㅋㅋㅋㅋ"
294,지난주에 <PERSON>님과 산책을 다녀왔어요!
295,여성 군 복무의무화 청원합니다
296,조자룡도 완전 딴사람으로 만들어놓고
297,2명이 이렇게 당길 수 있어요!
298,"아, 허락을 받았는지 안 보이네요."
299,편하게 살고 싶습니다.
300,한국 미래 IMF 경제 파산
301,제발 그린벨트 해제는 그만 거론해 주세요!!!
302,국회의원 급여 최저시급으로 적용 해주세요!!!
303,권성동 국회의원 강원랜드 불법취업 조사해주세요.
304,가상화폐 폐지 반대/가상정부 폐지 찬성
305,영화라는 매체가 줄 수 있는 강력한 힘
306,로맨틱한 재즈음악이 흐를땐 정말 아름답습니다.
307,아 네 바로 알 수 있습니다..!
308,모니터 짱 좋아요!!
309,물론 영화보고 묘한느낌에 이런식으로 접근할수도 있구나 하는 생각은 든다.
310,오오 이런게 있었군요.
311,별 생각도 기대도 없이 그냥 봤다. 초반에는 조금 지루했는데 보면 볼수록 재미있고 몰입감이 좋습니다.
312,"중,고등학생 교복자유화 교복자유화"
313,호호 암턴~ 자주 티타임해요
314,이건 드라마 보다 더 드라마.
315,불면증 있는 분들에게 적극 추천.
316,백화점 실태.이대론 안됩니다
317,국회해산을 위한 대책을 마련하고 실행하라
318,"도화지같이 하얀 미장센과 프레임을 통해, 애인을 그리워하는 주인공의 심리가 굉장히 잘 연출된 작품이다."
319,학생 봉사활동시간을 없애주세요.
320,대북정책을 강경하게 바꿔주세요.
321,항상 감사합니다
322,후기를 알려드립니다.
323,끝나고 계속 회의가 있어서 깜빡하고 이제 올리네요.
324,의지가 활활 불타네요!
325,길거리 흡연문제 간곡히 부탁드립니다.
326,무슨 이건 킬링타임용도 안됨ㅋㅋ
327,기획은 괜찬았지만 영화로서는..그냥 책으로 만들었으면 하는 그런 정도
328,무급근로재산 및 사용자의 형사책임 인정
329,정말 괜찮은 영화 입니다..
330,문제와 관련해서 두 가지 궁금한 점이 있는데요!
331,요즘 하고 있는 일과 함께 작은 마을 이야기를 나누다 보니 시간을 초월한 동네 주민이라는 걸 알게 됐다.
332,마스터 클래스 반응이 폭발적으로 좋습니다.
333,그는 한국어에 매우 유창하고 와우도 매우 유창합니다.
334,길거리 담배피우는 사람에게도 과태료 부과해주세요
335,"잘짜여진 시나리오, 재미있는 이야기, 유려한 편집"
336,성행위 장면이 너무 더럽고 싸구려틱하다.
337,모든 공무원 시험의 한국사 과목은 한국사 능력검정시험으로 통일해야 합니다.
338,개를 가축에서 제외하자는 청원을 반대합니다.
339,빠진 프로젝트가 있으면 자유롭게 추가해주셔도 좋습니다!!
340,부탁드립니다 한번만 읽어주세요
341,오늘이 마지막이라니 정말 아쉽다는...
342,정형식 판사 감사요청
343,우앗! 넘 예쁜 아이디어에요!!!
344,"도발적이고 실험적인 폭력 영화, 예술인가?"
345,중고등학교에 미디어과목을 만들어주시길
346,생각해 보니 오늘 12.12 아닌가요 ???
347,오... 재미있네..ㅋㅋ
348,일용직 노동자들의 사투
349,저에게는 하늘과 땅의 차이라고 생각했는데...
350,현대축구협회 수사해주세요
351,김보름.박지우 국가대표 박탈
352,아무도 책임이 없다
353,메일로는 안왔어요 ~
354,회원이 홀수인 경우에는 불가능할 수 있습니다. ㅋ
355,함께 할 수 있어서 정말 기쁘고 앞으로 잘 부탁드립니다
356,[청년실업문제] 외국인근로자를 청년으로 대체하는 정책으로
357,오오 몰랐는데 굿 정보
358,이명박 출국 금지 청원합니다.
359,<PERSON>에게는 너무 쉬워 보이는 도전입니다.
360,우리 같은 영업사원은 잠시 쉬도록 하세요.
361,"따라서 사람마다, 환경에 따라 다를 수 있습니다."
362,평점에 낚였다....
363,난민 문제를 해결하고 해결하는 데 도움이 되는 몇 가지 좋은 아이디어를 제안하고 싶습니다.
364,이전 회사 경험부터 입사 과정까지 재미있는 이야기를 많이 들을 수 있어서 좋았습니다.
365,음식물 분리수거 관련 청원
366,왜 제목이 '사무라이 픽션'인지 모르겠다.
367,다양한 주제를 넘나들며 수다를 떨었던 재미있는 시간이었습니다.
368,런닝맨 짱 광팬이예요
369,청소년보호법 폐지. 교사인권보호
370,저소득층 생활 수급권자 예금 적금 청원
371,만우절을 맞이하여 가볍게 준비해봤습니다.
372,"신기하게도 종종 오피스 갈때마다 만나서, 매일 오시나?"
373,재미있네요...굿..
374,"축구협회 선수, 감독 선발과정 투명화를 청원합니다."
375,처음에는 뭔 소리인지 알겠지만 보면 볼수록 눈을 뗄 수가 없다. 정말 재밌어요~ 최고!!!
376,영화 나오고 속편이 나오기를 간절히 바랬다..
377,천안함의 원인을 밝혀주세요
378,투스텝은 들어가자마자 수심 3~5m까지 가는 곳이라는 말이 있듯이 산호가 많아서 아름답고 무서웠다.
379,저도 손 들어봅니다
380,인터넷실명제가 꼭 필요한 시점입니다.
381,남북한 올림픽단일팀 즉시 중단하라
382,사회복무요원이 설 자리를 만들어 주세요
383,연차 비용 지급해주세요!
384,법의 테두리 내에서 암호화폐! 규제도 금지도 필요 없습니다!
385,평양에서 공연하는거요. 북한인민에겐 고문 아닙니까?
386,"알바아닌데 이거 정말,, 내가 대작 본영화들중에서 최고번째 안에드는 감동의 영화.."
387,👌👌👌👌 좋은 시간 보내시고 재충전의 시간 되시기 바랍니다!
388,촌스럽다.'라는 말 밖에는 생각이 안 난다..
389,개인적으로 일본 음식을 무척 좋아해서 코로나가 빨리 진정돼서 일본에서 워크샵을 하는 날을 기대해봅니다
390,왜 그렇게 노골적으로 거절했어?
391,"지난 금요일, 전사 휴무임에도 불구하고 악착같이 회사 사람들과 라운딩 ㅎㅎ"
392,작곡이라니 넘 멋져요
393,오늘 만나뵈어서 반가웠습니다.
394,이게 말이 됩니까????
395,용산 생태공원 꼭 지켜주세요 대통령님!
396,왜방송안했는지말해주세요.
397,하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하하
398,제주에서 햇님을 달고오셨는지 오늘 아주 화창한 날씨에 산책이 좋았습니다.
399,공무원 시험-영어면접을 다시 서울시가 했던 것처럼 다시 치른다면 영어를 모른다는 문제가 조금 해결될 것이다.
400,"김 보람 ,박지우 두 선수의 국가대표 자격을 박탈해주십시요."
401,궁금해서 자리에서 일어나니 거실로 오라고 하길래 따라 나왔고 거실에 같이 누웠습니다.
402,오랜만에 본 괜찮은 가족영화!
403,국회의원수를 줄여주세요
404,이미지 #1에는 커뮤니티 목적에 대한 간략한 요약이 포함되어 있습니다. 회의.
405,헐 이름이 똑같다
406,다자녀혜택이 청소년가정에도 필요합니다.
407,그정도 들었나르시시스틱...
408,우리도 이걸 지원할수 있나요?
409,긴급 네이버 폐쇄를 요청합니다.
410,저희는 이왕 이렇게 된거 <PERSON> 님과 함께 조심조심 한적한 곳을 찾아 오프로 뵈었어요!
411,부당한 운전면허 안전교육
412,P2P업체 루프펀딩에 대한 철저한 지도감독으로 투자자의 손실 방지 건의
413,대성고등학교 사망자 관련 학생안전을 위한 학교 활동
414,9.13이전 분양권은 중도금대출풀어주세요
415,많은 아이들이봤더라면 좋았을걸
416,"성폭력사건 친고죄 부활,성폭력무고죄 강력처벌 청원합니다"
417,새로운 배우들의 신선한 이야기였다.
418,이런…내일 오피스 방문해서 메모 붙여볼게요…
419,마음이 너무 아파요...
420,끝가지 키득거리면서 볼 수 있는 영화.
421,알려지지 않은 공포물의 걸작
422,차라리 공부가 더 재미있을 아이들....^^
423,어제 <PERSON>님과 함께 방문했는데 맛있고 가격도 착했어요.
424,"국민연금 및 공무원, 사학등. 연금 개혁 지금이라도 통폐합 및 개혁 시행합시다"
425,유튜브에서 많이 봤던 분이시군요!!!
426,안미현 검사는 즉각 해임 시켜야합니다.
427,최근 업데이트에서 유니버셜 컨트롤 기능을 지원하네요!
428,하지만 그만큼 노력을 많이 했다는 것을 의미하는 점수라고 생각합니다.
429,그래도 지루할때 보면 조금 더 지루해질수 있는 영화
430,배우연기가 어색한영화는 많이봤어도 스토리까지 어색한영화는 처음
431,"고등학교 무상교육,급식비 무상교육"
432,엄청 해맑게 나오셨네요 두 분 다 ㅋㅋ
433,<PERSON> 와우 이런거 당첨되어본 일이 전혀 없는데...
434,국회의원 월급을 무보수로 하기를 원합니다.
435,오 궁금하네요 고고 ㅎㅎ
436,이런 소박함이 나는 참 좋다..
437,살아있는 영화...
438,너무너무 재미있게 봤다
439,이렇게 보고 또 보는 드라마는 처음인듯~
440,",,중 최고 재미있었음...."
441,대한항공 세무조사 해주세요
442,마끼랑 봉초밥 다 사라져 버렸슴니다 ㅠㅠ
443,오....다들 그렇군요!
444,냥이 8시간 보는법.
445,어쩌다 보니 학교 다닐 때 이야기도 하면서 지금은 비대면으로 수업을 진행해서 아쉬운 점이 많은 것 같다고 이야기 나눴습니다.
446,과한 색감과 액션으로 우스꽝스러운 설정과 유치한 느낌을 가미한다면 면은 지루함과 북두신권으로 끝을 맺는다.
447,"벤허,쿼바디스 만큼 뛰어난 영화."
448,제주도 가정용 LPG 통가스보일러
449,출산장려를 위한 수당 통합 제알
450,5.18 광주 항쟁 때 성폭력을 가한 가해자들을 찾아 처벌하여 주시기 바랍니다.
451,어.. 그럼 고장났나?
452,요즘은 작년 포스팅이지만 노래들 다 좋다..!
453,너무너무 감동적인 영화입니다.
454,소년법 폐지 청소년보호법이아니라 소년법폐지입니다
455,종로 고양이들이 종로에서 기다리고 있는 것 같습니다.
456,히어로물중의 최고걸작이라 할수있음.
457,유치원 3법이 아닌 강제 수용을 해 주십시요
458,"아…ㅠㅠ 고민하다가 말 걸고, 답을 기다리다가 그만.. 강퇴해프닝이 벌어졌네요."
459,동물학대처벌및 보호법 강화
460,강남에 혐오시설을 배치해주십시오.
461,아진짜 짜증난다 진심으로
462,그게 바로 브래드 피트를 하는 이유입니다.
463,우리 회사서의 생활과 앞으로의 생활 그리고 디자인 직무에 대한 이야기로 시간 가는 줄 모르고 즐겁게 이야기했습니다.
464,헤드레스트는 별도로 배송이 되므로 3월말까지는 체어보다 지연될 것으로 예상됩니다.
465,"어린이집, 유치원, 초등학교, 중학교, 고등학교에 각 학원에 2명의 경찰관을 의무화합니다."
466,아무도 애에 대해 관심을 갖지 않음ㅋ
467,"늦은 밤, 나는 감정에 흠뻑 젖었다."
468,마지막 장면에서 아버지의 그눈빛 ㅠㅠ
469,이명박 출국금지 요청합니다.
470,국회의원 무노동 무임금 원칙을 적용해주세요.
